title,total_revenue
Henchmen2020 Re-release,44549
Three Minutes: A Lengthening,44411
Maze2019 Re-release,44381
Ophelia,44291
The Dissident,44000
It's a Wonderful Life2020 Re-release,44000
A Cop,43946
All Roads Lead Home,43884
Just One Drop,43726
Bereavement,43712
Ned Kelly,43704
"Paris, 13th District",43695
Contempt2013 Re-release,43693
A Grin Without A Cat,43618
The Golden Boys,43600
Lupin III: The First,43538
The Star2019 Re-release,43510
Next Goal Wins,43089
Terminator 2: Judgment Day2017 Re-release,43069
Margaret,43058
Immortal Hero,43007
The Graduate45th Anniversary Reunion,42884
A Taxi Driver,42797
Woodshock,42603
Blood Ties,42472
Morris from America,42235
Bad Education,42038
My Happy Ending,41949
Down for Life,41914
Golden Exits,41888
Midnight Family,41880
Chaos Theory,41802
On the Bowery,41802
KitesThe Remix,41783
The Slammin' Salmon,41587
Death Rider in the House of Vampires,41219
Undead,41196
Western,41072
"Léon Morin, Priest2017 Re-release",40850
The Dummy,40801
The Discreet Charm of the Bourgeoisie4K Restoration,40728
Charlie Says,40685
Wild Oats,40598
Planet B-Boy,40565
Mission Stories,40527
The Dhamma Brothers,40489
On the Count of Three,40415
Paan Singh Tomar,40311
Gunda,40001
Shadow in the Cloud,40000
Tanna,39620
Mamma Mia!2018 Re-release,39601
The Homeless Billionaire,39493
Hard Luck Love Song,39429
The Expedition to the End of the World,39116
44 Inch Chest2010 Re-release,39033
Soldiers of Fortune,38898
Birdboy: The Forgotten Children,38785
Puerto Ricans in Paris,38680
Mr. KleinRe-release,38584
Come True,38367
Oh My God,38245
Owning Mahowny,38075
Batman Forever2019 Re-release,38014
Band of Outsiders2016 Re-release,38004
Nureyev: Lifting the Curtain,37911
Vita & Virginia,37695
Millennium Actress,37641
3 Hearts,37576
Big Sur,37466
Savannah,37240
Before We Go,37151
On the Beach at Night Alone,37127
Under the Electric Sky,37116
Heart of Champions,37000
Pavilion of Women,36992
Redemption,36895
Trust Fund,36885
The Death of Dick Long,36856
Bicycle Thieves2008 Re-release,36821
Three Christs,36723
Mind Game,36613
13B: Fear Has a New Address,36594
For Those Who Don't Read Me,36506
Blue Car,36333
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,36174
The Boys,36129
The First Wave,36064
Jiminy Glick in Lalawood,36039
Yardie,36012
Hesher,36000
Until Forever,35839
The Youngest Evangelist,35750
Breathless2010 Re-release,35624
Demonic,35613
Sold,35599
Le Corbeau,35481
A Chiara,35301
Underdogs,35271
Rat Film,35195
Kurt Vonnegut: Unstuck in Time,35149
Memoria,35044
A Christmas Story2020 Re-release,35000
The Seagull,34980
Kind Hearts and Coronets2019 Re-release,34913
This Ain't No Mouse Music,34756
White Snake,34730
Apocalypse Now2022  Re-release,34717
Mr. Right,34694
La Piscine,34468
Phantom Boy,34362
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,34135
The Wild Pear Tree,34014
Le Jour Se Leve,33972
A Kid Like Jake,33827
The Servant,33810
The Wackness,33778
Undine,33719
The Eternal Daughter,33657
The Winding Stream,33420
Swallow,33419
The Death of Louis XIV,33399
Berlin,33231
Wasted! The Story of Food Waste,33211
Valentino: The Last Emperor,33170
The Crime of Monsieur Lange,33137
Super Dark Times,33109
Mad Love,33090
Meet Monica Velour,33042
Double Lover,32950
True History of the Kelly Gang,32949
Beyond a Reasonable Doubt,32917
Local Color,32789
The Quiet One,32777
Donnie Darko2004 Director's Cut,32736
"Hallelujah: Leonard Cohen, a Journey, a Song",32640
The Loneliest Whale: The Search for 52,32600
The Godfather: Part III2020 Re-release,32538
Garage Days,32500
Rurouni Kenshin Part I: Origins2016 Re-release,32445
Ran2016 Re-release,32400
No Home Movie,32344
Beetle Queen Conquers Tokyo,32308
Living in Emergency,32208
The Sound of Violet,32131
A Difficult Life2023  Re-release,32090
Buñuel in the Labyrinth of the Turtles,31977
Under the Shadow,31900
Paths of the Soul,31747
Desolation Center,31599
Signature Move,31551
Uncovered: The War on Iraq,31481
Wind Chill,31388
Max Winslow and the House of Secrets,31252
Ted K,31209
Super Capers: The Origins of Ed and the Missing Bullion,30955
Kalakalappu,30949
The Trial2022 Re-release,30839
The Apu TrilogyTriple Bill,30793
The Love Punch,30722
The Son of No One,30680
The Bay,30668
Growing Up Smith,30585
Le Trou,30532
After Parkland,30444
De Palma,30355
The First Saturday in May,30295
Juvenile Delinquents,30292
No Greater Love,30247
Madame Bovary,30244
Lionel Richie at Glastonbury,30123
Muran,30116
Mr. X,30097
Teza,30074
Parallel Mothers,29987
The Boom,29898
Saint Misbehavin': The Wavy Gravy Movie,29893
Long Shot: The Kevin Laue Story2013 Re-release,29863
In Pursuit of Silence,29834
A Silent Voice: The Movie,29810
The Alphabet Killer,29784
Yellow Day,29656
Mother of Tears,29654
La Notte,29648
The Perfect Race,29644
The Nowhere Inn,29574
The Dog Wedding,29495
Box Elder,29471
Olympic Dreams,29450
The Visual Bible: The Gospel of John,29410
Redemption Road,29384
The Topp Twins: Untouchable Girls2011 Re-release,29316
"All Light, Everywhere",29311
Love,29301
Loving Vincent,29181
Max and the Junkmen,29174
Don't Tell,29015
Final: The Rapture,28884
Gift,28708
Call of the Wild,28682
Berlin Syndrome,28660
Extraordinary Mission,28649
Batman & Robin2019 Re-release,28597
Restoring Tomorrow,28556
Poly Styrene: I Am a Cliché,28477
Vaxxed: From Cover-Up to Catastrophe,28339
The Passionate Thief,28302
The Wind,28252
Hotel by the River,28134
Bloody Hell,28037
Quai des Orfèvres2018 Re-release,28013
Restored Me,28010
The Amendment,27961
El Norte2019 Re-release,27920
The Vigil,27765
Senso,27705
Last Call,27601
"Léon Morin, Priest",27567
The Loneliest Whale: the Search for 52,27453
Forks Over Knives,27371
Columbus,27270
Tiger Eyes,27160
Blackway,27079
Out in the Dark,26966
Before We Vanish,26699
The Sweeney,26650
Milford Graves Full Mantis,26566
José,26563
"Leaving Home, Coming Home: A Portrait of Robert Frank",26532
The Seasons In Quincy: Four Portraits of John Berger,26456
Dogville,26432
Barely Legal,26300
Donnybrook,26284
My Salinger Year,26006
The Hottie & the Nottie,26000
Water & Power,25809
Remembering Heaven,25742
The Booksellers,25694
Waiting for Forever,25517
Unsubscribe,25488
Gotta Dance,25107
Army of Shadows2015 Re-release,25089
Dopamine,25089
Who You Think I Am,25033
I Am Here,24878
The Day After,24876
An Elephant's Journey,24844
Level Five,24774
Big Game,24752
The Departure,24662
Anything But Love,24641
Kal Kissne Dekha,24625
Immigration Tango,24554
Lawless Heart,24472
The King and the Mockingbird2014 Re-release,24430
Coyote County Loser,24375
Old Henry,24187
Rent-A-Pal,24148
The Big Gay Musical,24144
Heart of Africa,24139
Death House,23833
Diva2022 Re-release,23802
Sex and Death 101,23624
Harmony,23248
Premature,23071
Le Petit Soldat,23035
The Insult,23030
The Recall,22943
The Final Wish,22912
MLK/FBI,22895
Mali Blues,22753
The Station Agent,22751
Happy Tears,22464
Britt-Marie Was Here,22458
The Good Night,22441
The Divine Protector: Master Salt Begins,22321
Radio Dreams,22282
Reparation,22267
All's Faire in Love,22180
Rails & Ties,22136
The Square,22127
The Big Picture2012 Re-release,22126
The Garden of Eden,22083
Answers to Nothing,22029
Loving Pablo,22017
An Elephant Sitting Still,21961
Garden Party,21886
The Girl Without Hands,21787
Heaven,21780
A Fantastic Woman,21724
Blue Jay,21626
Primal Rage: The Legend of Konga,21497
Trophy,21439
"You, the Living",21438
Bigger Than the Sky,21398
Happy End,21309
Term Life,21256
The Painting,21008
The Liberator,20996
The Cordillera of Dreams,20943
Major Dundee,20807
The Monkey King 3,20775
All These Sleepless Nights,20762
Resurrect Dead: The Mystery of the Toynbee Tiles,20726
Pressure Cooker,20616
Shoot the Piano Player,20615
Ice Dragon: Legend of the Blue Daisies,20549
Unplugging,20500
Chimes at Midnight,20480
Swimming with Men,20471
The First Basket,20440
The Blackcoat's Daughter,20435
Manderlay,20296
Song One,20200
Jesus Henry Christ,20183
The New Girlfriend,20078
Beer League,20051
Lost in La Mancha,20000
Prassthanam,19984
The Devil and Father Amorth,19895
Foster Boy,19873
Lumpia with a Vengeance,19780
Brotherhood,19722
The Open Road,19716
Trying to Get Good: The Jazz Odyssey of Jack Sheldon,19712
Girls of the Sun,19712
The Day,19704
Trafficked,19698
The Cremaster Cycle,19445
Skateland,19412
The Red Turtle,19379
Born to Fly: Elizabeth Streb vs. Gravity,19376
Wakefield,19192
Gabo: The Creation of Gabriel Garcia Marquez,19108
Ode To My Father,19099
Austenland,19054
The Challenger,19003
L'important c'est d'aimer,18938
Ktown Cowboys,18863
An Acceptable Loss,18857
Frank and Ava,18829
Cry Macho,18795
Out of Blue,18779
Breathless2021 Re-release,18761
Carrie Pilby,18743
The Exiles,18659
Carnal Knowledge2022 Re-release,18646
Killshot,18643
Two Night Stand,18612
Giuliani Time,18577
Allegiance to Broadway,18527
All the Rage,18489
Between Love & Goodbye,18480
Lovely Molly,18464
Four Bags Full,18297
Twice Born,18295
Linoleum,18259
Tosca's Kiss,18244
Torn,18202
See for Me,18178
The Lion in Winter2016 Re-release,18177
The Violent Heart,18100
Dare,18087
Total Recall2012 Re-release,18081
Wildflower,18062
On Tour with Pina Bausch,18016
Settlers,17715
The New Twenty,17625
The People I've Slept With,17611
A Writer's Odyssey,17563
Spellbound,17508
Trash,17484
5 Days of War,17479
Nikamma,17476
Strangerland,17472
Bitch Slap,17365
Mystery of the Kingdom of God,17316
Marooned in Iraq,17251
Duckweed,17240
Little Fish,17211
Accident2014 Re-release,17160
My Life Without Me,17120
Tharlo,17091
Port of Shadows,17037
Sacred,16980
Mia and the Migoo2010 Re-release,16975
The Gospel According to André,16969
Bra Boys,16969
Swim Team,16783
Eva2015 Re-release,16738
The Conversation2022 Re-release,16720
No Intenso Agora,16637
Grandmaster,16629
The Freedom to Marry,16613
Never Rarely Sometimes Always,16565
Love and a Bullet,16514
The Rabbi's Cat,16412
Ode to Joy,16308
Three Peaks,16216
All the Queen's Horses,16172
Tennessee,16100
Fascination,16066
Long Shot: The Kevin Laue Story,16011
Piercing,15856
Marlina the Murderer in Four Acts,15788
The Runner,15736
Be Natural: The Untold Story of Alice Guy-Blaché,15729
Trinity Seven The Movie 2: Heavens Library & Crimson Lord,15712
Out on Stage,15623
Holler,15611
Bob le Flambeur,15586
When You Read This Letter,15552
2nd Chance,15160
Funan,15152
Chasing Einstein,15128
The Education of Charlie Banks,15078
Barefoot,15071
Love Thy Nature,14982
Hannari: Geisha Modern,14974
Zombeavers,14947
Trust Machine: The Story of Blockchain,14905
"Love, Rosie",14873
Our Ladies,14867
Jayne Mansfield's Car,14836
The Innocents,14802
"My Donkey, My Lover & I",14792
John and the Hole,14742
30 Beats,14693
Crown Heights,14609
Silent Night,14567
A Prayer Before Dawn,14453
The Great Flood,14431
Americons,14404
Eden,14342
Daddy Cool: Join the Fun,14319
Mainstream,14319
It Always Rains on Sunday,14276
Crime + Punishment,14266
How It Ends,14232
Saheb Biwi Aur Gangster,14231
Falling for Figaro,14230
Active Measures,14206
Monday,14190
The Wasted Times,14176
Django,14166
Sputnik,14157
"I Was at Home, But...",14026
Abracadabra,13975
Screwball,13967
Manic,13893
Sympathy for Delicious,13826
13 Sins,13809
Stavisky...,13793
Itty Bitty Titty Committee,13785
The Pretty One,13769
Secret Agent Dingledorf and His Trusty Dog Splat,13760
The Conversation2021 Re-release,13745
Bring Your Own Brigade,13736
Don McKay,13722
Who the #$&% Is Jackson Pollock?,13710
This One's for the Ladies,13688
Down and Out with the Dolls,13681
Embattled,13661
Back to the Drive-in,13544
Charged: The Eduardo Garcia Story,13484
Almost Holy,13480
The Duelist,13450
El Crimen Perfecto (The Perfect Crime),13388
Here and Now,13337
Violet Tendencies,13304
Chuck,13274
Good Mourning,13258
Sol LeWitt,13146
To the End,13135
Under the Boardwalk: The Monopoly Story,13080
The Program,13074
1982,13069
Rapid Response,13064
The Beta Test,12993
"Intent to Destroy: Death, Denial & Depiction2017 Re-release",12984
Junction 48,12795
Mrs. Harris Goes to Paris,12785
Christmas at Maxwell's,12782
The Monster,12544
Blind,12522
10.000 Km,12423
Beautiful Darling,12406
Head Full of Honey,12350
Wa-shoku Dream: Beyond Sushi,12240
Shahid,12153
Maquia: When the Promised Flower Blooms,12142
4 Days in France,12127
My Journey Through French Cinema,12047
James White,12007
Moffie,11950
Dreams Rewired,11852
Chelsea on the Rocks,11799
The Dry Land,11777
Falcon Rising,11774
Summer '03,11746
Gook,11732
White Wedding2010 Re-release,11710
Gayby,11558
Lansky,11510
You're Not You,11486
The Great Invisible,11428
Hockeyland,11420
Viceroy's House,11420
Rendezvous in July,11321
The Devil's Violinist,11294
Bullitt County,11257
Catch the Fair One,11207
Wedding Party 2,11140
Ferrante Fever,11137
Twiceborn,11132
The Lumber Baron,11121
Suburban Birds,10997
16 Bars,10985
Tales of the Night,10975
In the Fade,10974
Just Before I Go,10970
Sarah Palin: You Betcha!,10935
Trace Amounts,10911
Midnight Diner,10861
The Players,10854
What Happened Last Night,10844
Wo zhi nv ren xin,10829
Special Forces,10759
Jane,10675
Frankie & Alice,10670
Tickled,10648
Forbidden Games,10566
Rogue,10452
Shithouse,10450
The Dust Factory,10426
The Cherry Bushido,10405
Around India with a Movie Camera,10389
Cow,10350
Nothing to Lose,10319
Battle for Haditha,10308
Amelia 2.0,10233
The Endless Summer,10233
Approaching the Unknown,10232
"Now, Forager",10194
Detective K: Secret of the Living Dead,10140
Husbands in Goa,10135
Moka,10094
Spices of Liberty,10066
Foosballers,9966
Made in France,9956
Inch'Allah,9840
Dating & New York,9781
Huda's Salon,9767
Cook County,9727
iMordecai,9719
Lost in Paris,9706
Centigrade,9705
Antoine and Antoinette,9704
Le Cercle Rouge2021 Re-release,9636
Dot the I,9581
On the Other Side of the Tracks,9572
The Novice,9544
Here and There,9402
Even in Dreams,9400
Miss Kiet's Children2017 Re-release,9385
Radio Free Albemuth,9365
The City Dark,9269
The Night,9236
Jaane Tu... Ya Jaane Na,9157
In Front of Your Face,9150
The Handmaiden,9130
Wonder Woman 1984,9118
El Mar La Mar,9065
Painted Woman,9047
Walt & El Grupo,9047
Bricked,9045
The Laws of the Universe: The Age of Elohim,9017
Step Up: High Water,9005
Money Fight,9004
Xi yang tian shi,9000
Seoul Searching,8966
Blood Feast,8958
Beba,8943
Summer of '67,8941
Things to Come,8939
Arjun: The Warrior Prince,8927
The Thousand Faces of Dunjia,8901
We Broke Up,8890
Northern Soul,8886
Maurice2017 Re-release,8877
The Year of the Everlasting Storm,8850
Home Run Showdown,8824
Ran2010 Re-release,8801
Loving Highsmith,8800
The Great Silence,8755
Providence,8664
A Boy. A Girl. A Dream.,8626
General Education,8601
Lucky,8564
The Quitter,8512
Letters to Elena,8511
"Live Fast, Die Young",8494
The Institute,8445
Hello Herman,8437
Au Hasard Balthazar,8436
Love is in the Air2013 Re-release,8425
Gringo Trails,8349
Colossal Youth,8331
Natasha,8325
The Dead Center,8320
Grace,8297
Served Like a Girl,8290
The Man in the White Suit,8265
The Girl in the Book,8245
In Between,8220
The Etruscan Smile2019 release,8213
The Clovehitch Killer,8208
Draupadi Unleashed,8111
Pawn Shop Chronicles,8088
Grass,8084
Far from Vietnam,8054
California Typewriter,8050
Pet,8004
One Small Hitch2015 Re-release,7965
Loveless,7962
This Magnificent Cake!,7888
Nothing Left to Fear,7886
Gladiators of Rome,7869
Overdrive,7793
Come Back to Me,7744
Some Like It Hot,7738
I Don't Belong Anywhere: The Cinema of Chantal Akerman,7703
Who Took Johnny,7666
After Midnight,7634
Masked and Anonymous,7579
The Wrong Light,7553
Girls Against Boys,7529
Chosen,7515
But Deliver Us from Evil,7504
Small Change,7487
Resistance,7464
Udaan,7461
Marjorie Prime,7454
A Bag of Marbles,7420
Dysfunctional Friends,7409
The Lodgers,7362
Ghost Team One,7345
My Imaginary Country,7329
Eden Lake,7321
Tony Manero,7307
A Resurrection,7300
Gangster's Paradise: Jerusalema2010 Re-release,7294
We Need to Do Something,7265
Just a Kiss,7239
I Am Ali,7205
My Son2019 Re-release,7202
Brotherhood of the Wolf2023 Re-release,7099
Laleh Drive,7030
The Woman in the Fifth,7026
The Cat Rescuers,7002
Nine Days,7000
What We Found,6976
Juniper,6949
Final Frequency,6923
She Will,6922
About Fate,6921
Assaulted: Civil Rights Under Fire,6905
Dying to Know: Ram Dass & Timothy Leary,6899
Duck Butter,6877
The Sisterhood of Night,6870
Woman Walks Ahead,6863
Rumble: The Indians Who Rocked The World,6856
Vito Bonafacci,6829
Always at The Carlyle,6726
Kettle of Fish,6725
La Piscine2021 Re-release,6684
Made in Cleveland,6676
The Persian Connection,6634
Brief Reunion,6601
Aatsinki: The Story of Arctic Cowboys,6601
Human Capital,6596
Judas and the Black Messiah,6587
Down the Shore,6558
Elizabeth Blue,6542
Les Cowboys,6502
Barbarians,6488
The Suicide Theory,6434
Nights of Cabiria2021 Re-release,6429
Ghost Team,6401
The Charnel House,6332
Children's Party,6330
Code Black,6319
The Last Rampage,6294
Under the Eiffel Tower,6291
City of Women,6272
Tonight You're Mine,6255
Saving Brinton,6236
One Last Thing,6232
In the Steps of Trisha Brown,6230
A Tuba to Cuba,6217
Too Late to Die Young,6196
"El Sicario, Room 164",6123
Ingrid Bergman: In Her Own Words,6122
Rangrezz,6108
Paulette2015 Re-release,6077
Summer 1993,6072
Bronco Bullfrog2022 Re-release,6071
The Miners' Hymns,6051
The Playroom,5964
The Little Things,5936
The Strange Little Cat,5885
Shem,5880
The Work,5853
Bourek,5844
Dark State,5824
Virginia,5813
13 Fanboy,5796
Undrafted,5777
Venus,5763
Who We Are: A Chronicle of Racism in America,5753
The Devil's Hand,5746
Revenge,5741
CatVideoFest 2021,5738
The Janky Promoters,5702
Death Defying Acts,5665
This Isn't Funny,5654
No culpes al karma de lo que te pasa por gilipollas,5614
Gaia,5612
Citizen Jane: Battle for the City,5592
The Ballad of Lefty Brown,5559
Gabrielle,5534
Are We Not Cats,5518
Icaros: A Vision,5510
Human Nature,5487
Quattro Noza,5471
Endless Rain,5424
Rite of the Shaman,5362
The Trip to Greece,5362
Loro,5317
Fireheart,5316
The Deer King,5291
Speed-Dating,5240
The Adventurers,5191
"Vendetta: No Conscience, No Mercy",5161
Flash Point,5151
The Other Side of Hope,5135
Dhoondte Reh Jaoge,5127
Return to Nuke 'Em High Volume 1,5122
The Little Traitor,5115
The Wonderland,5082
Tanner Hall,5073
Gypsy 83,5054
The Leisure Seeker,5037
Celebration,5034
Chulas Fronteras,5021
The Texture of Falling,5010
Social Animals,5007
A Man Vanishes2012 Re-release,4983
"Tomorrow, When the War Began",4936
Malek,4898
Magician: The Astonishing Life and Work of Orson Welles,4880
Revelation Road 2: The Sea of Glass and Fire,4871
The Other Lamb,4825
Status Update,4764
The Adventurer: The Curse of the Midas Box,4756
The Guardians,4723
The Big Bad Fox and Other Tales,4720
Slaughterhouse Rulez,4665
El Topo,4648
Hôtel Normandy,4640
"Polina, danser sa vie",4640
Ashby,4631
Rodin2017 Re-release,4626
Miss Stevens,4611
Compartment Number 6,4595
The Plagiarists,4577
Search Party2016 Re-release,4571
All Is Bright,4556
A Boy Called Po,4550
I'm Leaving Now,4488
Happy Bhaag Jayegi2016 Re-release,4459
The Congressman,4449
The Peacemaker,4400
The Connection,4391
Tantura,4386
The Emperor's New Clothes,4384
Land of Mine,4376
From the East,4371
The Meaning of Hitler,4365
Buried: The 1982 Alpine Meadows Avalanche,4351
Enemies of the State,4328
Beta Test,4326
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,4307
Let the Little Light Shine,4300
State Like Sleep,4282
Singularity,4176
Badsville,4153
The Party's Just Beginning,4145
Pawn,4141
Chinese Portrait,4140
Three Night Stand,4076
Dalida,4042
The Marc Pease Experience,4033
Morning,4029
Approved for Adoption2013 Re-release,4015
Flux Gourmet,3986
Armed,3948
Standing Tall,3934
Cynthia,3927
Mother of a Day,3919
Ali & Ava,3875
Going Attractions: The Definitive Story of the Movie Palace,3853
Counter Column,3847
"High Tech, Low Life",3836
Shoah: Four Sisters,3829
Journey to the South Pacific,3807
Babyteeth,3783
Contemporary Color,3782
They Come to America,3775
The Gender Card Flip,3774
Hermia & Helena,3773
Hold Your Fire,3757
The Free Speech Apocalypse,3726
Fulltime Killer,3676
Passion Play,3669
Heat and Dust2017 Re-release,3664
Railroad Tigers,3652
The Word,3648
Only the Animals,3646
The Wandering Soap Opera,3624
The Nile Hilton Incident,3607
White as Snow,3595
The Fencer2016 Re-release,3562
Burning,3549
The Loving Story2016 Re-release,3518
The Roads Not Taken,3518
Starless Dreams,3481
The Stroller Strategy,3462
Aftermath,3451
The Ladykillers2021 Re-release,3449
Mahogany Sunrise,3432
Restored Me2016 Re-release,3428
Kung Fu Yoga,3412
The God Committee,3401
Metal Messiah,3376
Vamps,3361
The Wanderers2016 Re-release,3359
The Feast,3348
The Iron Ministry,3340
"Casanova, Last Love",3321
Grassroots,3313
Bump Kowalski and the Ten Commandments,3312
At First Light,3293
Here After,3284
The Swimming Pool2021 Re-release,3284
A Kind of Loving,3278
The Sea of Trees,3276
Justice,3259
Shooting the Mafia,3251
The Lucky Man,3250
Women Like Us,3231
The Holy Mountain,3225
Blackhats,3216
Another Day of Life,3190
High Times Potluck,3168
Love in Kilnerry,3160
Bauhaus Spirit: 100 Years of Bauhaus,3148
Extreme Job,3107
A Long Way Off,3106
Prey for Rock & Roll,3095
The Beautiful Truth,3024
Who Is Cletis Tout?,2998
Rosie,2942
Kepler's Dream,2923
Relative,2913
Tom of Finland2018 Re-release,2856
Goldbuster,2853
1898: Our Last Men in the Philippines,2848
The Grandmother,2831
Our Little Sister,2822
Zokkomon,2815
Lower Learning,2804
Worlds Apart,2782
The Truth,2777
Truman,2719
The Kindness of Strangers,2705
Vandits,2703
Kindred,2666
Dark Horse,2653
The Servant2022 Re-release,2642
Indigo Children,2621
"One Nation, One King",2605
Last Flight of the Champion,2597
Jake Squared,2592
Take Me,2583
Hayride 2,2571
Cassadaga,2544
Water Gate Bridge,2540
Miles,2537
Joan the Maid 1: The Battles,2532
Almost in Love,2510
Landline,2495
The Last Day of August,2492
The Pact,2488
Maquia: When the Promised Flower Blooms2018 Re-release,2437
L.A. Slasher,2421
The Lure,2419
The Climb,2395
1945,2380
The Swan,2367
Tangerines,2348
The Afterlight,2339
No Ordinary Man,2334
Wastelander,2326
Lotus Eaters,2325
Sidemen: Long Road to Glory,2323
Filmworker,2300
Forever,2295
The Full Picture,2264
10x10,2263
Turn It Around: The Story of East Bay Punk,2235
Dough,2234
The Night Watchman,2219
Alone in Berlin,2211
Khachaturian,2210
InSpectres,2207
Scorn,2206
Sweethearts of the Prison Rodeo,2198
Whose Streets?,2184
I'm Not Jesus Mommy,2173
The Swindlers,2162
Novitiate,2153
A Banquet,2151
A Wizard's Tale,2150
Godard Mon Amour,2126
My Friend Dahmer,2096
Respiro,2095
Salvatore: Shoemaker of Dreams,2081
Endgame,2066
Tampopo,2035
Kill Devil Hills,2022
Demonlover,2016
Dreaming Grand Avenue,1996
Les Parents Terribles,1991
Vigilante Diaries,1991
In Search of Fellini,1976
Sikandar,1954
Dawson City: Frozen Time,1951
Defining Hope,1944
The Bay of Silence,1941
The Wrecking Crew!,1939
Try Harder!,1937
Digging Up the Marrow,1925
Relative2023 Re-release,1911
Black Souls,1890
The Commune,1887
Sunshine Superman,1856
A Fish in the Batht눁9 re-release,1826
Noble2014 Re-release,1821
Girls Will Be Girls,1795
Demons,1788
Stalker,1780
Detention of the Dead,1777
The Raft,1768
Guitar Lessons,1750
Justice Is Mind,1740
Auto Shop of Horrors,1735
Lycan,1720
Mr. Pip,1714
The Flower of Evil,1710
Keep the Change,1706
First We Take Brooklyn,1666
Flashbacks of a Fool,1664
Mr. Klein2022 Re-release (4K),1660
Lore,1645
Green Ghost and the Masters of the Stone,1631
Crack House of the Dead,1616
Miss India America,1598
Love at First Fight,1593
They Will Have to Kill Us First: Malian Music In Exile,1592
B'Twixt Now and Sunrise,1589
Tucker: The Man and His Dream2022 Re-release,1574
The Sound of Silence,1553
Where Are You Taking Me?,1492
The Boy Downstairs,1475
The Package,1469
Henchmen,1469
Officer Down,1463
Jockey,1461
Vince Giordano: There's a Future in the Past,1428
The Silence of Mark Rothko,1422
The Endless,1418
A Housekeeper,1392
Beauty and the Beholder,1368
The Desert Bride,1368
L'héritage de la chouette,1354
Haikara-San: Here Comes Miss Modern,1347
Strike,1345
I Am MLK Jr.,1332
Who We Are Now,1320
The Dying of the Light,1306
Daylight,1278
Dolores,1275
Once Upon A Time,1262
Blood Widow,1235
Have a Nice Day,1232
Tehran Taboo,1227
Tom of Finland,1223
Mermaid in Paris,1213
Namiya,1202
Under the Turban,1190
Mosquita y Mari,1186
A Zombie Invasion,1170
Sollers Point,1148
The Immortalists,1145
God's Own Country,1141
I Am Not Your Negro,1130
Mad Tiger,1119
Le Amiche,1117
Personal Shopper,1107
The Student,1106
Marcelino Pan y Vino2012 Re-release,1101
Anything for Alice,1092
The Female Brain,1076
Parallel Policy,1070
From Nowhere,1052
Remnants,1022
"Right Now, Wrong Then",978
The Final Year,971
The Seven Five,970
Strangers Online,968
"Kumiko, The Treasure Hunter",955
Zama,947
The Wailing,944
Demi-soeur,943
They Are We,900
Andrei Rublev2018 Re-release,897
Freak Show,878
Gray Matter,852
Kaili Blues,849
Grace Jones: Bloodlight and Bami,844
The Film Critic,842
The Breadwinner2018 Re-release,834
Clarence,834
Roar,827
In This World,823
Infliction,816
To Die Is Hard,810
I Spit on Your Grave 2,809
Theo Who Lived,794
Legend of the Naga Pearls,787
It Had to Be You,778
Once Upon a Time in the Midlands,749
Leaning Into The Wind,749
Lemon,747
Amityville: The Awakening,742
Shangri-La Suite,729
Manna from Heaven,718
Kate Plays Christine,716
A Girl Like Grace,713
The Loving Story,700
Ballet Blanc,697
The Watermelon Woman,690
Christmas in Wonderland,689
Grand départ,677
The Sacrifice2017 Re-release,676
Diary of a Chambermaid,654
The Chambermaid,650
Beuys,649
The Misandrists,619
Bye Bye Germany,606
Letters From Baghdad,605
The Romans,602
Gett,602
The Vault,600
The Rise and Fall of Miss Thang,581
Mifune: The Last Samurai,581
Crepitus,578
Little Pink House,577
High-Rise,570
Slack Bay,556
My Art,549
La folle histoire de Max et Léon,543
"Je t'aime, je t'aime2014 Re-release",540
Paradise,530
Stations of the Elevated,516
Kung Fu Jungle,512
White God,506
Lovesong,497
"Goodbye, Don Glees!",495
The Cuckoo,492
Luis and the Aliens,486
Love It Was Not,476
Green is Gold,455
The Wild Child,447
Oh Lucy!,446
The Burnt Orange Heresy,440
Porto,434
30 Years of Garbage: The Garbage Pail Kids Story,427
Baking Up Love,406
Bombshell: The Hedy Lamarr Story,405
7 Witches,402
Summer2011 Re-release,392
Raiders!: The Story of the Greatest Fan Film Ever Made,381
Km. 0 - Kilometer Zero,377
An Honest Liar,370
She's Beautiful When She's Angry,359
Saving Banksy,353
Final Portrait,341
Anything,340
Afternoon of a Faun: Tanaquil Le Clercq,330
The Most Unknown,326
The Workshop,325
On War2015 Re-release,324
The Legend of Suriyothai,324
Jet Trash2018 Re-release,317
As It Is in Heaven,311
Cezanne et Moi,308
Cold Water,307
Foxtrot,305
First Signal,300
Serendipity,298
Sunset Song,284
The Other Side of Everything,277
Félicité,265
Time to Die,262
The Other Side of Heaven,260
Gimme Danger,258
In the Life of Music,253
The Teacher,251
Circles,246
The Worst Movie Ever!,240
My Old School,239
Intuitions,233
Veneciafrenia,230
Spiral Farm,212
Evil Intent,205
Animals2015 Re-release,204
A Kind of Murder,202
Manuscripts Don't Burn,197
Harry Benson: Shoot First,180
The Paris Opera,177
Killer Raccoons! 2! Dark Christmas in the Dark!,167
Please Stand By,156
Stoked: The Rise and Fall of Gator,150
Guest Artist,144
